fighter_name,bonus_type,event_name,event_date
Jessica Andrade,FIGHT,UFC Fight Night: Bermudez vs. The Korean Zombie,
Angela Hill,FIGHT,UFC Fight Night: Bermudez vs. The Korean Zombie,
Valentina Shevchenko,PERF,UFC on FOX: Shevchenko vs. Pena,
Jorge Masvidal,PERF,UFC on FOX: Shevchenko vs. Pena,
Francis Ngannou,PERF,UFC on FOX: Shevchenko vs. Pena,
Jason Knight,PERF,UFC on FOX: Shevchenko vs. Pena,
Yair Rodriguez,PERF,UFC Fight Night: Rodriguez vs. Penn,
Augusto Mendes,FIGHT,UFC Fight Night: Rodriguez vs. Penn,
Frankie Saenz,FIGHT,UFC Fight Night: Rodriguez vs. Penn,
Aleksei Oleinik,PERF,UFC Fight Night: Rodriguez vs. Penn,
Amanda Nunes,PERF,UFC 207: Nunes vs. Rousey,
Cody Garbrandt,FIGHT,UFC 207: Nunes vs. Rousey,
Dominick Cruz,FIGHT,UFC 207: Nunes vs. Rousey,
Alex Garcia,PERF,UFC 207: Nunes vs. Rousey,
Michelle Waterson-Gomez,PERF,UFC on FOX: VanZant vs. Waterson,
Paul Craig,PERF,UFC on FOX: VanZant vs. Waterson,
Leslie Smith,FIGHT,UFC on FOX: VanZant vs. Waterson,
Irene Aldana,FIGHT,UFC on FOX: VanZant vs. Waterson,
Max Holloway,PERF,UFC 206: Holloway vs. Pettis,
Cub Swanson,FIGHT,UFC 206: Holloway vs. Pettis,
Dooho Choi,FIGHT,UFC 206: Holloway vs. Pettis,
Lando Vannata,PERF,UFC 206: Holloway vs. Pettis,
Francis Ngannou,PERF,UFC Fight Night: Lewis vs. Abdurakhimov,
Gian Villante,FIGHT,UFC Fight Night: Lewis vs. Abdurakhimov,
Saparbeg Safarov,FIGHT,UFC Fight Night: Lewis vs. Abdurakhimov,
Gerald Meerschaert,PERF,UFC Fight Night: Lewis vs. Abdurakhimov,
Jared Cannonier,FIGHT,The Ultimate Fighter: Tournament of Champions Finale,
Ion Cutelaba,FIGHT,The Ultimate Fighter: Tournament of Champions Finale,
Sara McMann,PERF,The Ultimate Fighter: Tournament of Champions Finale,
Anthony Smith,PERF,The Ultimate Fighter: Tournament of Champions Finale,
Robert Whittaker,FIGHT,UFC Fight Night: Whittaker vs. Brunson,
Derek Brunson,FIGHT,UFC Fight Night: Whittaker vs. Brunson,
Robert Whittaker,PERF,UFC Fight Night: Whittaker vs. Brunson,
Tyson Pedro,PERF,UFC Fight Night: Whittaker vs. Brunson,
Thomas Almeida,PERF,UFC Fight Night: Bader vs. Nogueira,
Cezar Ferreira,PERF,UFC Fight Night: Bader vs. Nogueira,
Gadzhimurad Antigulov,PERF,UFC Fight Night: Bader vs. Nogueira,
Pedro Munhoz,PERF,UFC Fight Night: Bader vs. Nogueira,
Jack Marshman,PERF,UFC Fight Night: Mousasi vs. Hall 2,
Kevin Lee,PERF,UFC Fight Night: Mousasi vs. Hall 2,
Justin Ledet,PERF,UFC Fight Night: Mousasi vs. Hall 2,
Abdul Razak Alhassan,PERF,UFC Fight Night: Mousasi vs. Hall 2,
Conor McGregor,PERF,UFC 205: Alvarez vs McGregor,
Tyron Woodley,FIGHT,UFC 205: Alvarez vs McGregor,
Stephen Thompson,FIGHT,UFC 205: Alvarez vs McGregor,
Yoel Romero,PERF,UFC 205: Alvarez vs McGregor,
Tony Ferguson,FIGHT,UFC Fight Night: Dos Anjos vs. Ferguson,
Rafael Dos Anjos,FIGHT,UFC Fight Night: Dos Anjos vs. Ferguson,
Ricardo Lamas,PERF,UFC Fight Night: Dos Anjos vs. Ferguson,
Douglas Silva de Andrade,PERF,UFC Fight Night: Dos Anjos vs. Ferguson,
Michael Bisping,FIGHT,UFC 204: Bisping vs. Henderson,
Dan Henderson,FIGHT,UFC 204: Bisping vs. Henderson,
Jimi Manuwa,PERF,UFC 204: Bisping vs. Henderson,
Iuri Alcantara,PERF,UFC 204: Bisping vs. Henderson,
Brandon Moreno,PERF,UFC Fight Night: Lineker vs. Dodson,
Henrique da Silva,PERF,UFC Fight Night: Lineker vs. Dodson,
Nate Marquardt,PERF,UFC Fight Night: Lineker vs. Dodson,
Curtis Blaydes,PERF,UFC Fight Night: Lineker vs. Dodson,
Eric Spicely,PERF,UFC Fight Night: Cyborg vs. Lansberg,
Erick Silva,FIGHT,UFC Fight Night: Cyborg vs. Lansberg,
Luan Chagas,FIGHT,UFC Fight Night: Cyborg vs. Lansberg,
Vicente Luque,PERF,UFC Fight Night: Cyborg vs. Lansberg,
Michael Johnson,PERF,UFC Fight Night: Poirier vs. Johnson,
Evan Dunham,FIGHT,UFC Fight Night: Poirier vs. Johnson,
Ricky Glenn,FIGHT,UFC Fight Night: Poirier vs. Johnson,
Chas Skelly,PERF,UFC Fight Night: Poirier vs. Johnson,
Stipe Miocic,FIGHT,UFC 203: Miocic vs. Overeem,
Alistair Overeem,FIGHT,UFC 203: Miocic vs. Overeem,
Jessica Andrade,PERF,UFC 203: Miocic vs. Overeem,
Yancy Medeiros,PERF,UFC 203: Miocic vs. Overeem,
Josh Barnett,FIGHT,UFC Fight Night: Arlovski vs. Barnett,
Andrei Arlovski,FIGHT,UFC Fight Night: Arlovski vs. Barnett,
Josh Barnett,PERF,UFC Fight Night: Arlovski vs. Barnett,
Ryan Bader,PERF,UFC Fight Night: Arlovski vs. Barnett,
Demian Maia,PERF,UFC on FOX: Maia vs. Condit,
Paige VanZant,PERF,UFC on FOX: Maia vs. Condit,
Jim Miller,FIGHT,UFC on FOX: Maia vs. Condit,
Joe Lauzon,FIGHT,UFC on FOX: Maia vs. Condit,
Conor McGregor,FIGHT,UFC 202: Diaz vs. McGregor 2,
Nate Diaz,FIGHT,UFC 202: Diaz vs. McGregor 2,
Anthony Johnson,PERF,UFC 202: Diaz vs. McGregor 2,
Donald Cerrone,PERF,UFC 202: Diaz vs. McGregor 2,
Yair Rodriguez,FIGHT,UFC Fight Night: Rodriguez vs. Caceres,
Alex Caceres,FIGHT,UFC Fight Night: Rodriguez vs. Caceres,
Marcin Tybura,PERF,UFC Fight Night: Rodriguez vs. Caceres,
Teruto Ishihara,PERF,UFC Fight Night: Rodriguez vs. Caceres,
Tyron Woodley,PERF,UFC 201: Lawler vs. Woodley,
Karolina Kowalkiewicz,FIGHT,UFC 201: Lawler vs. Woodley,
Rose Namajunas,FIGHT,UFC 201: Lawler vs. Woodley,
Jake Ellenberger,PERF,UFC 201: Lawler vs. Woodley,
Felice Herrig,PERF,UFC on FOX: Holm vs. Shevchenko,
Eddie Wineland,PERF,UFC on FOX: Holm vs. Shevchenko,
Jason Knight,FIGHT,UFC on FOX: Holm vs. Shevchenko,
Jim Alers,FIGHT,UFC on FOX: Holm vs. Shevchenko,
John Lineker,PERF,UFC Fight Night: McDonald vs. Lineker,
Tony Ferguson,FIGHT,UFC Fight Night: McDonald vs. Lineker,
Lando Vannata,FIGHT,UFC Fight Night: McDonald vs. Lineker,
Louis Smolka,PERF,UFC Fight Night: McDonald vs. Lineker,
Amanda Nunes,PERF,UFC 200: Tate vs Nunes,
Cain Velasquez,PERF,UFC 200: Tate vs Nunes,
Joe Lauzon,PERF,UFC 200: Tate vs Nunes,
Gegard Mousasi,PERF,UFC 200: Tate vs Nunes,
Joanna Jedrzejczyk,FIGHT,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,
Claudia Gadelha,FIGHT,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,
Tatiana Suarez,PERF,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,
Dooho Choi,PERF,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,
Eddie Alvarez,PERF,UFC Fight Night: Dos Anjos vs. Alvarez,
Alan Jouban,FIGHT,UFC Fight Night: Dos Anjos vs. Alvarez,
Belal Muhammad,FIGHT,UFC Fight Night: Dos Anjos vs. Alvarez,
Pedro Munhoz,PERF,UFC Fight Night: Dos Anjos vs. Alvarez,
Donald Cerrone,PERF,UFC Fight Night: MacDonald vs Thompson,
Steve Bosse,FIGHT,UFC Fight Night: MacDonald vs Thompson,
Sean O'Connell,FIGHT,UFC Fight Night: MacDonald vs Thompson,
Krzysztof Jotko,PERF,UFC Fight Night: MacDonald vs Thompson,
Michael Bisping,PERF,UFC 199: Rockhold vs. Bisping 2,
Dan Henderson,PERF,UFC 199: Rockhold vs. Bisping 2,
Marco Polo Reyes,FIGHT,UFC 199: Rockhold vs. Bisping 2,
Dong Hyun Ma,FIGHT,UFC 199: Rockhold vs. Bisping 2,
Cody Garbrandt,PERF,UFC Fight Night: Almeida vs Garbrandt,
Jeremy Stephens,FIGHT,UFC Fight Night: Almeida vs Garbrandt,
Renan Barao,FIGHT,UFC Fight Night: Almeida vs Garbrandt,
Jake Collier,PERF,UFC Fight Night: Almeida vs Garbrandt,
Stipe Miocic,PERF,UFC 198: Werdum vs Miocic,
Jacare Souza,PERF,UFC 198: Werdum vs Miocic,
Francisco Trinaldo,FIGHT,UFC 198: Werdum vs Miocic,
Yancy Medeiros,FIGHT,UFC 198: Werdum vs Miocic,
Alistair Overeem,PERF,UFC Fight Night: Overeem vs Arlovski,
Stefan Struve,PERF,UFC Fight Night: Overeem vs Arlovski,
Gunnar Nelson,PERF,UFC Fight Night: Overeem vs Arlovski,
Germaine de Randamie,PERF,UFC Fight Night: Overeem vs Arlovski,
Demetrious Johnson,PERF,UFC 197: Jones vs Saint Preux,
Yair Rodriguez,PERF,UFC 197: Jones vs Saint Preux,
Danny Roberts,FIGHT,UFC 197: Jones vs Saint Preux,
Dominique Steele,FIGHT,UFC 197: Jones vs Saint Preux,
Glover Teixeira,PERF,UFC on FOX: Teixeira vs Evans,
Michael Chiesa,PERF,UFC on FOX: Teixeira vs Evans,
Elizeu Zaleski dos Santos,FIGHT,UFC on FOX: Teixeira vs Evans,
Omari Akhmedov,FIGHT,UFC on FOX: Teixeira vs Evans,
Derrick Lewis,PERF,UFC Fight Night: Rothwell vs Dos Santos,
Alejandro Perez,PERF,UFC Fight Night: Rothwell vs Dos Santos,
Mairbek Taisumov,PERF,UFC Fight Night: Rothwell vs Dos Santos,
Jared Cannonier,PERF,UFC Fight Night: Rothwell vs Dos Santos,
Mark Hunt,PERF,UFC Fight Night: Hunt vs Mir,
Neil Magny,PERF,UFC Fight Night: Hunt vs Mir,
Jake Matthews,FIGHT,UFC Fight Night: Hunt vs Mir,
Johnny Case,FIGHT,UFC Fight Night: Hunt vs Mir,
Nate Diaz,FIGHT,UFC 196: McGregor vs Diaz,
Conor McGregor,FIGHT,UFC 196: McGregor vs Diaz,
Nate Diaz,PERF,UFC 196: McGregor vs Diaz,
Miesha Tate,PERF,UFC 196: McGregor vs Diaz,
Michael Bisping,FIGHT,UFC Fight Night: Silva vs Bisping,
Anderson Silva,FIGHT,UFC Fight Night: Silva vs Bisping,
Scott Askham,PERF,UFC Fight Night: Silva vs Bisping,
Teemu Packalen,PERF,UFC Fight Night: Silva vs Bisping,
Donald Cerrone,PERF,UFC Fight Night: Cowboy vs Cowboy,
Chris Camozzi,PERF,UFC Fight Night: Cowboy vs Cowboy,
Lauren Murphy,FIGHT,UFC Fight Night: Cowboy vs Cowboy,
Kelly Faszholz,FIGHT,UFC Fight Night: Cowboy vs Cowboy,
Stephen Thompson,PERF,UFC Fight Night: Hendricks vs Thompson,
Mike Pyle,FIGHT,UFC Fight Night: Hendricks vs Thompson,
Sean Spencer,FIGHT,UFC Fight Night: Hendricks vs Thompson,
Diego Rivas,PERF,UFC Fight Night: Hendricks vs Thompson,
Anthony Johnson,PERF,UFC on FOX: Johnson vs. Bader,
Ben Rothwell,PERF,UFC on FOX: Johnson vs. Bader,
Jimmie Rivera,FIGHT,UFC on FOX: Johnson vs. Bader,
Iuri Alcantara,FIGHT,UFC on FOX: Johnson vs. Bader,
Dominick Cruz,FIGHT,UFC Fight Night: Dillashaw vs Cruz,
TJ Dillashaw,FIGHT,UFC Fight Night: Dillashaw vs Cruz,
Ed Herman,PERF,UFC Fight Night: Dillashaw vs Cruz,
Luke Sanders,PERF,UFC Fight Night: Dillashaw vs Cruz,
Robbie Lawler,FIGHT,UFC 195: Lawler vs Condit,
Carlos Condit,FIGHT,UFC 195: Lawler vs Condit,
Stipe Miocic,PERF,UFC 195: Lawler vs Condit,
Michael McDonald,PERF,UFC 195: Lawler vs Condit,
Rafael Dos Anjos,PERF,UFC on FOX: Dos Anjos vs. Cowboy 2,
Nate Diaz,FIGHT,UFC on FOX: Dos Anjos vs. Cowboy 2,
Michael Johnson,FIGHT,UFC on FOX: Dos Anjos vs. Cowboy 2,
Vicente Luque,PERF,UFC on FOX: Dos Anjos vs. Cowboy 2,
Conor McGregor,PERF,UFC 194: Aldo vs McGregor,
Luke Rockhold,FIGHT,UFC 194: Aldo vs McGregor,
Chris Weidman,FIGHT,UFC 194: Aldo vs McGregor,
Leonardo Santos,PERF,UFC 194: Aldo vs McGregor,
Frankie Edgar,PERF,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,
Tony Ferguson,FIGHT,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,
Edson Barboza,FIGHT,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,
Tony Ferguson,PERF,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,
Rose Namajunas,PERF,UFC Fight Night: Namajunas vs. VanZant,
Michael Chiesa,FIGHT,UFC Fight Night: Namajunas vs. VanZant,
Jim Miller,FIGHT,UFC Fight Night: Namajunas vs. VanZant,
Tim Means,PERF,UFC Fight Night: Namajunas vs. VanZant,
Dooho Choi,PERF,UFC Fight Night: Henderson vs Masvidal,
Seo Hee Ham,FIGHT,UFC Fight Night: Henderson vs Masvidal,
Cortney Casey,FIGHT,UFC Fight Night: Henderson vs Masvidal,
Dominique Steele,PERF,UFC Fight Night: Henderson vs Masvidal,
Neil Magny,FIGHT,UFC Fight Night: Magny vs Gastelum,
Kelvin Gastelum,FIGHT,UFC Fight Night: Magny vs Gastelum,
Andre Fili,PERF,UFC Fight Night: Magny vs Gastelum,
Marco Polo Reyes,PERF,UFC Fight Night: Magny vs Gastelum,
Holly Holm,FIGHT,UFC 193: Rousey vs Holm,
Ronda Rousey,FIGHT,UFC 193: Rousey vs Holm,
Holly Holm,PERF,UFC 193: Rousey vs Holm,
Kyle Noke,PERF,UFC 193: Rousey vs Holm,
Vitor Belfort,PERF,UFC Fight Night: Belfort vs Henderson 3,
Thomas Almeida,PERF,UFC Fight Night: Belfort vs Henderson 3,
Alex Oliveira,PERF,UFC Fight Night: Belfort vs Henderson 3,
Thiago Tavares,PERF,UFC Fight Night: Belfort vs Henderson 3,
Nicolas Dalby,FIGHT,UFC Fight Night: Holohan vs Smolka,
Darren Till,FIGHT,UFC Fight Night: Holohan vs Smolka,
Neil Seery,PERF,UFC Fight Night: Holohan vs Smolka,
Tom Breese,PERF,UFC Fight Night: Holohan vs Smolka,
Daniel Cormier,FIGHT,UFC 192: Cormier vs Gustafsson,
Alexander Gustafsson,FIGHT,UFC 192: Cormier vs Gustafsson,
Albert Tumenov,PERF,UFC 192: Cormier vs Gustafsson,
Adriano Martins,PERF,UFC 192: Cormier vs Gustafsson,
Josh Barnett,PERF,UFC Fight Night: Barnett vs Nelson,
Uriah Hall,PERF,UFC Fight Night: Barnett vs Nelson,
Diego Brandao,PERF,UFC Fight Night: Barnett vs Nelson,
Keita Nakamura,PERF,UFC Fight Night: Barnett vs Nelson,
Anthony Johnson,PERF,UFC 191: Johnson vs Dodson 2,
John Lineker,FIGHT,UFC 191: Johnson vs Dodson 2,
Francisco Rivera,FIGHT,UFC 191: Johnson vs Dodson 2,
Raquel Pennington,PERF,UFC 191: Johnson vs Dodson 2,
Patrick Cote,FIGHT,UFC Fight Night: Holloway vs Oliveira,
Joshua Burkman,FIGHT,UFC Fight Night: Holloway vs Oliveira,
Frankie Perez,PERF,UFC Fight Night: Holloway vs Oliveira,
Felipe Arantes,PERF,UFC Fight Night: Holloway vs Oliveira,
Glover Teixeira,FIGHT,UFC Fight Night: Teixeira vs Saint Preux,
Ovince Saint Preux,FIGHT,UFC Fight Night: Teixeira vs Saint Preux,
Amanda Nunes,PERF,UFC Fight Night: Teixeira vs Saint Preux,
Marlon Vera,PERF,UFC Fight Night: Teixeira vs Saint Preux,
Ronda Rousey,PERF,UFC 190: Rousey vs Correia,
Mauricio Rua,FIGHT,UFC 190: Rousey vs Correia,
Rogerio Nogueira,FIGHT,UFC 190: Rousey vs Correia,
Demian Maia,PERF,UFC 190: Rousey vs Correia,
TJ Dillashaw,PERF,UFC on FOX: Dillashaw vs. Barao II,
Edson Barboza,FIGHT,UFC on FOX: Dillashaw vs. Barao II,
Paul Felder,FIGHT,UFC on FOX: Dillashaw vs. Barao II,
Tom Lawlor,PERF,UFC on FOX: Dillashaw vs. Barao II,
Joe Duffy,PERF,UFC Fight Night: Bisping vs Leites,
Joanne Wood,FIGHT,UFC Fight Night: Bisping vs Leites,
Cortney Casey,FIGHT,UFC Fight Night: Bisping vs Leites,
Stevie Ray,PERF,UFC Fight Night: Bisping vs Leites,
Frank Mir,PERF,UFC Fight Night: Mir vs Duffee,
Tony Ferguson,PERF,UFC Fight Night: Mir vs Duffee,
Alan Jouban,FIGHT,UFC Fight Night: Mir vs Duffee,
Matt Dwyer,FIGHT,UFC Fight Night: Mir vs Duffee,
Stephen Thompson,PERF,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,
Kamaru Usman,PERF,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,
Jorge Masvidal,PERF,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,
Josh Samman,PERF,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,
Conor McGregor,PERF,UFC 189: Mendes vs McGregor,
Robbie Lawler,FIGHT,UFC 189: Mendes vs McGregor,
Rory MacDonald,FIGHT,UFC 189: Mendes vs McGregor,
Thomas Almeida,PERF,UFC 189: Mendes vs McGregor,
Yoel Romero,PERF,UFC Fight Night: Machida vs Romero,
Lorenz Larkin,FIGHT,UFC Fight Night: Machida vs Romero,
Santiago Ponzinibbio,FIGHT,UFC Fight Night: Machida vs Romero,
Thiago Santos,PERF,UFC Fight Night: Machida vs Romero,
Joanna Jedrzejczyk,FIGHT,UFC Fight Night: Jedrzejczyk vs Penne,
Jessica Penne,FIGHT,UFC Fight Night: Jedrzejczyk vs Penne,
Mairbek Taisumov,PERF,UFC Fight Night: Jedrzejczyk vs Penne,
Arnold Allen,PERF,UFC Fight Night: Jedrzejczyk vs Penne,
Fabricio Werdum,PERF,UFC 188: Velasquez vs Werdum,
Yair Rodriguez,FIGHT,UFC 188: Velasquez vs Werdum,
Charles Rosa,FIGHT,UFC 188: Velasquez vs Werdum,
Patrick Williams,PERF,UFC 188: Velasquez vs Werdum,
Dustin Poirier,PERF,UFC Fight Night: Boetsch vs Henderson,
Brian Ortega,FIGHT,UFC Fight Night: Boetsch vs Henderson,
Thiago Tavares,FIGHT,UFC Fight Night: Boetsch vs Henderson,
Shawn Jordan,PERF,UFC Fight Night: Boetsch vs Henderson,
Charles Oliveira,FIGHT,UFC Fight Night: Condit vs Alves,
Nik Lentz,FIGHT,UFC Fight Night: Condit vs Alves,
Charles Oliveira,PERF,UFC Fight Night: Condit vs Alves,
Daniel Cormier,PERF,UFC 187: Johnson vs Cormier,
Chris Weidman,PERF,UFC 187: Johnson vs Cormier,
Andrei Arlovski,FIGHT,UFC 187: Johnson vs Cormier,
Travis Browne,FIGHT,UFC 187: Johnson vs Cormier,
Neil Magny,PERF,UFC Fight Night: Edgar vs Faber,
Jon Tuck,PERF,UFC Fight Night: Edgar vs Faber,
Jon Delos Reyes,FIGHT,UFC Fight Night: Edgar vs Faber,
Roldan Sangcha'an,FIGHT,UFC Fight Night: Edgar vs Faber,
Robert Whittaker,PERF,UFC Fight Night: Miocic vs Hunt,
James Vick,PERF,UFC Fight Night: Miocic vs Hunt,
Dan Hooker,PERF,UFC Fight Night: Miocic vs Hunt,
Alex Chambers,PERF,UFC Fight Night: Miocic vs Hunt,
Demetrious Johnson,PERF,UFC 186: Johnson vs Horiguchi,
Thomas Almeida,PERF,UFC 186: Johnson vs Horiguchi,
Chad Laprise,FIGHT,UFC 186: Johnson vs Horiguchi,
Bryan Barberena,FIGHT,UFC 186: Johnson vs Horiguchi,
Luke Rockhold,PERF,UFC on FOX: Machida vs Rockhold,
Max Holloway,PERF,UFC on FOX: Machida vs Rockhold,
Gian Villante,FIGHT,UFC on FOX: Machida vs Rockhold,
Corey Anderson,FIGHT,UFC on FOX: Machida vs Rockhold,
Mirko Filipovic,FIGHT,UFC Fight Night: Gonzaga vs Cro Cop 2,
Gabriel Gonzaga,FIGHT,UFC Fight Night: Gonzaga vs Cro Cop 2,
Maryna Moroz,PERF,UFC Fight Night: Gonzaga vs Cro Cop 2,
Leon Edwards,PERF,UFC Fight Night: Gonzaga vs Cro Cop 2,
Chad Mendes,PERF,UFC Fight Night: Mendes vs Lamas,
Julianna Pena,PERF,UFC Fight Night: Mendes vs Lamas,
Dustin Poirier,PERF,UFC Fight Night: Mendes vs Lamas,
Timothy Johnson,PERF,UFC Fight Night: Mendes vs Lamas,
Gilbert Burns,PERF,UFC Fight Night: Maia vs LaFlare,
Godofredo Pepey,PERF,UFC Fight Night: Maia vs LaFlare,
Edimilson Souza,PERF,UFC Fight Night: Maia vs LaFlare,
Fredy Serrano,PERF,UFC Fight Night: Maia vs LaFlare,
Rafael Dos Anjos,PERF,UFC 185: Pettis vs Dos Anjos,
Joanna Jedrzejczyk,PERF,UFC 185: Pettis vs Dos Anjos,
Ross Pearson,PERF,UFC 185: Pettis vs Dos Anjos,
Beneil Dariush,PERF,UFC 185: Pettis vs Dos Anjos,
Ronda Rousey,PERF,UFC 184: Rousey vs Zingano,
Jake Ellenberger,PERF,UFC 184: Rousey vs Zingano,
Tony Ferguson,PERF,UFC 184: Rousey vs Zingano,
Tim Means,PERF,UFC 184: Rousey vs Zingano,
Frank Mir,PERF,UFC Fight Night: Bigfoot vs Mir,
Sam Alvey,PERF,UFC Fight Night: Bigfoot vs Mir,
Marion Reneau,PERF,UFC Fight Night: Bigfoot vs Mir,
Matt Dwyer,PERF,UFC Fight Night: Bigfoot vs Mir,
Benson Henderson,FIGHT,UFC Fight Night: Henderson vs Thatch,
Brandon Thatch,FIGHT,UFC Fight Night: Henderson vs Thatch,
Neil Magny,PERF,UFC Fight Night: Henderson vs Thatch,
Ray Borg,PERF,UFC Fight Night: Henderson vs Thatch,
Thales Leites,FIGHT,UFC 183: Silva vs Diaz,
Tim Boetsch,FIGHT,UFC 183: Silva vs Diaz,
Thales Leites,PERF,UFC 183: Silva vs Diaz,
Thiago Alves,PERF,UFC 183: Silva vs Diaz,
Anthony Johnson,PERF,UFC on FOX: Gustafsson vs Johnson,
Gegard Mousasi,PERF,UFC on FOX: Gustafsson vs Johnson,
Kenny Robertson,PERF,UFC on FOX: Gustafsson vs Johnson,
Makwan Amirkhani,PERF,UFC on FOX: Gustafsson vs Johnson,
Conor McGregor,PERF,UFC Fight Night: McGregor vs Siver,
Lorenz Larkin,PERF,UFC Fight Night: McGregor vs Siver,
Sean O'Connell,FIGHT,UFC Fight Night: McGregor vs Siver,
Matt Van Buren,FIGHT,UFC Fight Night: McGregor vs Siver,
Jon Jones,FIGHT,UFC 182: Jones vs Cormier,
Daniel Cormier,FIGHT,UFC 182: Jones vs Cormier,
Paul Felder,PERF,UFC 182: Jones vs Cormier,
Shawn Jordan,PERF,UFC 182: Jones vs Cormier,
Lyoto Machida,PERF,UFC Fight Night: Machida vs Dollaway,
Renan Barao,PERF,UFC Fight Night: Machida vs Dollaway,
Erick Silva,PERF,UFC Fight Night: Machida vs Dollaway,
Vitor Miranda,PERF,UFC Fight Night: Machida vs Dollaway,
Junior Dos Santos,FIGHT,UFC on FOX: Dos Santos vs Miocic,
Stipe Miocic,FIGHT,UFC on FOX: Dos Santos vs Miocic,
Matt Mitrione,PERF,UFC on FOX: Dos Santos vs Miocic,
Ian Entwistle,PERF,UFC on FOX: Dos Santos vs Miocic,
Carla Esparza,PERF,The Ultimate Fighter: A Champion Will Be Crowned Finale,
Yancy Medeiros,PERF,The Ultimate Fighter: A Champion Will Be Crowned Finale,
Jessica Penne,FIGHT,The Ultimate Fighter: A Champion Will Be Crowned Finale,
Randa Markos,FIGHT,The Ultimate Fighter: A Champion Will Be Crowned Finale,
Anthony Pettis,PERF,UFC 181: Hendricks vs Lawler II,
Josh Samman,PERF,UFC 181: Hendricks vs Lawler II,
Sergio Pettis,FIGHT,UFC 181: Hendricks vs Lawler II,
Matt Hobar,FIGHT,UFC 181: Hendricks vs Lawler II,
Frankie Edgar,PERF,UFC Fight Night: Edgar vs Swanson,
Aleksei Oleinik,PERF,UFC Fight Night: Edgar vs Swanson,
Paige VanZant,FIGHT,UFC Fight Night: Edgar vs Swanson,
Kailin Curran,FIGHT,UFC Fight Night: Edgar vs Swanson,
Fabricio Werdum,PERF,UFC 180: Werdum vs Hunt,
Kelvin Gastelum,PERF,UFC 180: Werdum vs Hunt,
Henry Briones,FIGHT,UFC 180: Werdum vs Hunt,
Guido Cannetti,FIGHT,UFC 180: Werdum vs Hunt,
Ovince Saint Preux,PERF,UFC Fight Night 56: Shogun vs Saint Preux,
Leandro Silva,PERF,UFC Fight Night 56: Shogun vs Saint Preux,
Thomas Almeida,FIGHT,UFC Fight Night 56: Shogun vs Saint Preux,
Tim Gorman,FIGHT,UFC Fight Night 56: Shogun vs Saint Preux,
Luke Rockhold,PERF,UFC Fight Night: Rockhold vs Bisping,
Robert Whittaker,FIGHT,UFC Fight Night: Rockhold vs Bisping,
Clint Hester,FIGHT,UFC Fight Night: Rockhold vs Bisping,
Louis Smolka,PERF,UFC Fight Night: Rockhold vs Bisping,
Jose Aldo,FIGHT,UFC 179: Aldo vs Mendes 2,
Chad Mendes,FIGHT,UFC 179: Aldo vs Mendes 2,
Fabio Maldonado,PERF,UFC 179: Aldo vs Mendes 2,
Gilbert Burns,PERF,UFC 179: Aldo vs Mendes 2,
Rory MacDonald,PERF,UFC Fight Night: MacDonald vs Saffiedine,
Olivier Aubin-Mercier,PERF,UFC Fight Night: MacDonald vs Saffiedine,
Chris Kelades,FIGHT,UFC Fight Night: MacDonald vs Saffiedine,
Paddy Holohan,FIGHT,UFC Fight Night: MacDonald vs Saffiedine,
Max Holloway,PERF,UFC Fight Night: Nelson vs Story,
Mike Wilkinson,PERF,UFC Fight Night: Nelson vs Story,
Dennis Siver,FIGHT,UFC Fight Night: Nelson vs Story,
Charles Rosa,FIGHT,UFC Fight Night: Nelson vs Story,
Conor McGregor,PERF,UFC 178: Johnson vs Cariaso,
Yoel Romero,FIGHT,UFC 178: Johnson vs Cariaso,
Tim Kennedy,FIGHT,UFC 178: Johnson vs Cariaso,
Dominick Cruz,PERF,UFC 178: Johnson vs Cariaso,
Mark Hunt,PERF,UFC Fight Night: Hunt vs Nelson,
Kyung Ho Kang,FIGHT,UFC Fight Night: Hunt vs Nelson,
Michinori Tanaka,FIGHT,UFC Fight Night: Hunt vs Nelson,
Johnny Case,PERF,UFC Fight Night: Hunt vs Nelson,
Andrei Arlovski,PERF,UFC Fight Night: Bigfoot vs Arlovski,
Gleison Tibau,FIGHT,UFC Fight Night: Bigfoot vs Arlovski,
Piotr Hallmann,FIGHT,UFC Fight Night: Bigfoot vs Arlovski,
Godofredo Pepey,PERF,UFC Fight Night: Bigfoot vs Arlovski,
Jacare Souza,PERF,UFC Fight Night: Jacare vs Mousasi,
Ben Rothwell,PERF,UFC Fight Night: Jacare vs Mousasi,
Joe Lauzon,FIGHT,UFC Fight Night: Jacare vs Mousasi,
Michael Chiesa,FIGHT,UFC Fight Night: Jacare vs Mousasi,
